state,date,ML,Low_90,High_90,Low_50,High_50
TT,2020-04-19,1.4000000000000001,1.1500000000000001,1.6600000000000001,1.3,1.51
TT,2020-04-20,1.4000000000000001,1.16,1.6600000000000001,1.32,1.53
TT,2020-04-21,1.32,1.08,1.57,1.26,1.47
TT,2020-04-22,1.27,1.05,1.54,1.19,1.3900000000000001
TT,2020-04-23,1.16,0.93,1.41,1.08,1.28
TT,2020-04-24,1.21,0.99,1.47,1.1400000000000001,1.34
TT,2020-04-25,1.1300000000000001,0.89,1.36,1.06,1.26
TT,2020-04-26,1.16,0.9400000000000001,1.41,1.1,1.3
TT,2020-04-27,1.04,0.8200000000000001,1.29,0.98,1.18
UP,2020-03-14,3.0,1.01,6.99,2.04,4.45
UP,2020-03-15,2.89,0.97,6.28,2.0300000000000002,4.21
UP,2020-03-16,2.79,0.97,5.89,1.97,4.0
UP,2020-03-17,3.04,1.1,6.07,2.19,4.26
UP,2020-03-18,2.84,1.0,5.47,2.1,3.97
UP,2020-03-19,2.96,1.12,5.45,2.18,3.99
UP,2020-03-20,2.74,1.02,4.97,2.04,3.69
UP,2020-03-21,2.58,0.93,4.63,1.9000000000000001,3.44
UP,2020-03-22,2.45,0.8200000000000001,4.34,1.85,3.3200000000000003
UP,2020-03-23,2.34,0.78,4.17,1.74,3.15
UP,2020-03-24,2.25,0.72,4.01,1.69,3.06
UP,2020-03-25,2.46,0.93,4.22,1.86,3.22
UP,2020-03-26,2.44,0.93,4.08,1.84,3.14
UP,2020-03-27,2.64,1.19,4.22,2.09,3.34
UP,2020-03-28,2.49,1.1400000000000001,3.97,1.94,3.1
UP,2020-03-29,2.46,1.17,3.83,1.94,3.0300000000000002
UP,2020-03-30,2.31,1.08,3.58,1.87,2.9
UP,2020-03-31,2.41,1.25,3.61,1.98,2.95
UP,2020-04-01,2.49,1.41,3.61,2.12,3.0300000000000002
UP,2020-04-02,2.5300000000000002,1.54,3.58,2.18,3.02
UP,2020-04-03,2.4,1.48,3.37,2.08,2.86
UP,2020-04-04,2.23,1.36,3.13,1.92,2.65
UP,2020-04-05,2.05,1.22,2.9,1.74,2.43
UP,2020-04-06,1.92,1.1400000000000001,2.7600000000000002,1.6500000000000001,2.32
UP,2020-04-07,1.6400000000000001,0.88,2.46,1.37,2.02
UP,2020-04-08,1.37,0.59,2.15,1.06,1.7
UP,2020-04-09,1.28,0.52,2.09,1.02,1.67
UP,2020-04-10,1.41,0.62,2.19,1.1400000000000001,1.79
UP,2020-04-11,1.62,0.88,2.43,1.37,2.0100000000000002
UP,2020-04-12,1.74,1.02,2.52,1.49,2.11
UP,2020-04-13,1.74,1.04,2.48,1.47,2.06
UP,2020-04-14,1.73,1.06,2.45,1.48,2.05
UP,2020-04-15,1.82,1.18,2.52,1.58,2.13
UP,2020-04-16,1.83,1.2,2.48,1.62,2.15
UP,2020-04-17,1.68,1.08,2.32,1.46,1.97
UP,2020-04-18,1.6600000000000001,1.09,2.3000000000000003,1.46,1.96
UP,2020-04-19,1.6300000000000001,1.04,2.21,1.4000000000000001,1.8800000000000001
UP,2020-04-20,1.48,0.92,2.07,1.25,1.72
UP,2020-04-21,1.45,0.88,2.0100000000000002,1.27,1.74
UP,2020-04-22,1.3800000000000001,0.84,1.96,1.18,1.6400000000000001
UP,2020-04-23,1.23,0.68,1.79,1.04,1.5
UP,2020-04-24,1.2,0.66,1.77,1.02,1.48
UP,2020-04-25,1.1,0.55,1.6600000000000001,0.91,1.37
UP,2020-04-26,1.09,0.56,1.68,0.9,1.36
UP,2020-04-27,1.16,0.61,1.72,0.98,1.44
UT,2020-04-14,3.0,1.01,6.99,2.04,4.45
UT,2020-04-15,2.89,0.97,6.28,2.0300000000000002,4.21
UT,2020-04-16,2.79,0.97,5.89,1.97,4.0
UT,2020-04-17,3.04,1.1,6.07,2.19,4.26
UT,2020-04-18,2.57,0.86,5.11,1.8800000000000001,3.65
UT,2020-04-19,2.52,0.84,4.98,1.83,3.5500000000000003
UT,2020-04-20,2.47,0.81,4.86,1.78,3.46
UT,2020-04-21,2.43,0.74,4.71,1.76,3.41
UT,2020-04-22,2.39,0.71,4.62,1.69,3.31
UT,2020-04-23,2.35,0.62,4.47,1.67,3.27
UT,2020-04-24,2.32,0.63,4.44,1.61,3.19
UT,2020-04-25,2.2800000000000002,0.6,4.37,1.62,3.19
UT,2020-04-26,2.25,0.55,4.28,1.61,3.17
UT,2020-04-27,2.22,0.49,4.18,1.57,3.12
WB,2020-03-27,3.0,1.01,6.99,2.04,4.45
WB,2020-03-28,4.12,1.56,7.75,3.0300000000000002,5.65
WB,2020-03-29,2.92,1.17,5.39,2.1,3.87
WB,2020-03-30,3.1,1.34,5.3100000000000005,2.39,4.0600000000000005
WB,2020-03-31,2.72,1.1500000000000001,4.61,2.1,3.5500000000000003
WB,2020-04-01,2.48,1.04,4.21,1.8900000000000001,3.21
WB,2020-04-02,2.56,1.1400000000000001,4.18,1.95,3.21
WB,2020-04-03,2.34,1.0,3.83,1.79,2.96
WB,2020-04-04,2.17,0.9,3.59,1.67,2.7800000000000002
WB,2020-04-05,2.13,0.9,3.5,1.6400000000000001,2.71
WB,2020-04-06,1.92,0.73,3.23,1.46,2.49
WB,2020-04-07,1.9100000000000001,0.73,3.18,1.47,2.48
WB,2020-04-08,1.8900000000000001,0.74,3.14,1.47,2.46
WB,2020-04-09,1.6500000000000001,0.5,2.82,1.18,2.14
WB,2020-04-10,1.73,0.6,2.92,1.33,2.29
WB,2020-04-11,1.86,0.72,3.0,1.46,2.4
WB,2020-04-12,1.94,0.85,3.06,1.56,2.47
WB,2020-04-13,1.98,0.9400000000000001,3.06,1.6,2.47
WB,2020-04-14,1.94,0.9400000000000001,2.97,1.53,2.36
WB,2020-04-15,1.8900000000000001,0.93,2.88,1.53,2.33
WB,2020-04-16,1.83,0.92,2.8000000000000003,1.48,2.25
WB,2020-04-17,1.74,0.85,2.67,1.43,2.18
WB,2020-04-18,1.7,0.84,2.61,1.4000000000000001,2.13
WB,2020-04-19,1.6600000000000001,0.81,2.5300000000000002,1.37,2.08
WB,2020-04-20,1.6600000000000001,0.85,2.5300000000000002,1.37,2.06
WB,2020-04-21,1.69,0.89,2.52,1.3900000000000001,2.06
WB,2020-04-22,1.6600000000000001,0.86,2.44,1.37,2.02
WB,2020-04-23,1.6300000000000001,0.87,2.41,1.31,1.94
WB,2020-04-24,1.57,0.85,2.36,1.31,1.93
WB,2020-04-25,1.43,0.71,2.19,1.17,1.78
WB,2020-04-26,1.41,0.68,2.14,1.1300000000000001,1.73
WB,2020-04-27,1.36,0.66,2.11,1.12,1.72
